0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0.0,4.6931598e-20,4.9168682e-20,3.3777542e-20,4.0877395e-20,5.1238107e-20,3.8985837e-20,5.118534e-20,5.913554e-20,4.7057604e-20,5.4058062e-20,3.6194144e-20,2.7189055e-20,4.8432782e-20,4.2536558e-20,3.362753e-20,5.0936263e-20,4.244863e-20,3.506691e-20,2.923451e-20,4.9623958e-20,4.5603178e-20,3.9239387e-20,3.9074878e-20,3.9353913e-20,4.261462e-20,4.24219e-20,4.629113e-20,6.864565e-20,4.330767e-20,4.6044356e-20,3.193138e-20,4.612987e-20,4.153065e-20,5.4695954e-20,4.900472e-20,4.443534e-20,5.7298206e-20,3.9495254e-20
1.257e-41,0.0,0.33406356,0.31254542,0.3339574,0.31626695,0.32181832,0.33469203,0.31519505,0.32781014,0.33531952,0.31847644,0.33377817,0.33384612,0.31219837,0.31105605,0.3347972,0.31208986,0.3222277,0.33449125,0.33361238,0.31155065,0.33407602,0.334611,0.3177165,0.3336422,0.3347697,0.3343537,0.33499733,0.3139418,0.3118697,0.32215413,0.33360246,0.33403194,0.32087195,0.3183329,0.3109884,0.3344122,0.31789634
1.184e-41,1.2278e-41,0.0,0.3337632,0.28741494,0.2662598,0.2873102,0.27122575,0.27256325,0.2852663,0.27011645,0.28153145,0.2864917,0.27388293,0.28693265,0.28625533,0.26636624,0.26537302,0.28690875,0.26629162,0.27345964,0.28741637,0.28542367,0.26563945,0.28505465,0.28580052,0.2734343,0.28556708,0.28688887,0.28646278,0.28679734,0.26768667,0.26591364,0.27336365,0.2869065,0.28705597,0.2709555,0.27372134,0.265109
1.2441e-41,1.255e-41,1.165e-41,0.0,0.2863613,0.27347106,0.28553134,1.0607251e-31,7.6485474e-32,1.0670392e-31,7.436943e-32,1.9141578e-31,8.992295e-32,1.8720137e-31,2.1647326e-31,3.3324353e-31,1.5394276e-31,1.0819902e-31,2.6409867e-32,2.2347318e-31,3.7506995e-32,8.3670824e-32,1.4177695e-31,4.2682694e-32,9.129183e-32,2.4833802e-32,1.8997277e-31,9.244165e-32,1.6384402e-31,3.3586413e-32,6.749293e-32,2.9696436e-31,9.785138e-32,2.4386178e-31,2.8197178e-31,8.928635e-32,1.162326e-31,3.3784686e-32,2.1053685e-31
1.2159e-41,1.2375e-41,1.2268e-41,1.1915e-41,0.0,3.2261544e-31,3.4093467e-31,9.5121955e-32,1.2928507e-31,2.3064652e-31,1.4414658e-31,0.9920913,0.12179659,0.09879732,0.9901124,0.8400618,1.0057454,0.054810006,0.77665085,1.0166099,0.07171916,0.9974286,0.99485976,0.10409528,0.060691267,1.010917,0.057901695,0.83832765,1.0068151,0.9806999,0.06980123,0.98842674,1.0043945,0.0073182737,0.9830414,1.0093235,0.99388665,1.005311,0.069399185
1.1642e-41,1.1772e-41,1.17e-41,1.1655e-41,1.2167e-41,0.0,0.06070697,0.83975697,0.9848815,0.99187577,0.8724001,0.023218255,0.049020015,0.99549276,0.035935752,0.9856027,1.0595878,0.90308785,0.90177906,1.0587626,0.9053963,1.0654914,0.90152717,0.9987729,1.0700439,0.90878767,1.0625105,1.0609826,0.9013841,0.8944413,1.0677218,0.8961474,1.0148134,1.0654879,1.0554073,0.8965912,1.0590452,1.0646706,0.899701
1.2529e-41,1.2389e-41,1.1947e-41,1.2396e-41,0.15018669,0.13149928,0.0,1.0567399,1.0665673,1.0602823,1.0651839,0.9014908,0.8961581,1.0155008,1.0571524,1.0597948,1.0253892,0.90313345,0.8929805,1.0611261,0.9039243,1.0579978,4.467427e-23,6.9706154e-23,8.3934756e-23,5.0234656e-23,6.116721e-23,6.2064925e-23,8.2677104e-23,6.763892e-23,6.806797e-23,8.8450063e-23,5.1832996e-23,3.6553713e-23,6.767298e-23,6.3353495e-23,7.195154e-23,6.248074e-23,5.539438e-23
0.13375954,0.1499728,0.1497321,0.137877,0.1491868,0.14654483,0.14925125,0.0,5.9770766e-23,5.152416e-23,8.4397666e-23,4.6279386e-23,5.685587e-23,5.748198e-23,5.0485284e-23,5.334989e-23,7.4661097e-23,8.067888e-23,7.728699e-23,6.33767e-23,5.6652765e-23,5.049645e-23,6.5906583e-23,8.422228e-23,6.993527e-23,5.836659e-23,5.7062285e-23,6.374654e-23,4.758942e-23,1.08103,0.36317968,0.34954843,1.0796771,0.37827376,0.93557894,1.0861413,0.89787793,1.096602,0.39834553
0.15299183,0.15770079,0.14951439,0.15023297,0.1327963,0.13116066,0.15134169,0.13507928,0.0,1.0829194,1.0803907,0.3535685,0.3125177,1.0935616,0.3215086,0.9370119,1.0930227,1.0675162,0.321146,1.0705458,1.0864421,0.35224134,1.068676,1.0933508,1.0802518,1.0887936,0.33780068,0.31953168,0.93650156,1.073734,1.0796672,0.9594767,0.36456737,0.30413768,1.0807817,0.3711001,1.0699483,1.708e-42,1.3827701
0.1416815,0.15024868,0.14738403,0.14855652,0.15127024,0.15987015,0.14745723,0.15132238,0.14997116,0.0,-1.238e-41,-1.2215e-41,1.3877316,1.4468224,1.3982321,1.1485e-41,1.3987652,1.3903401,1.3990171,1.398511,1.3829619,6.121e-42,1.3990471,-1.2132e-41,1.2078e-41,1.3993425,5e-43,-9.069e-42,1.1362e-41,1.3983109,8.342e-42,7.515e-42,1.398993,-3.966e-42,-1.2341e-41,-6.12e-42,-1.122e-41,-1.0364e-41,5.653e-42
