0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0.0,1.4786928,1.4772661,1.4772424,1.4771628,1.4772336,1.4714187,1.4773502,1.4788544,1.4787669,1.4787803,1.4786215,1.4711039,1.4710962,1.4787782,1.4787303,1.4771911,1.4772012,1.4772346,1.478683,1.4711887,1.4771057,1.477213,1.4710634,1.478699,1.4771948,1.4772415,1.471412,1.4772288,1.4772075,1.4710269,1.4771408,1.4710816,1.4772918,1.4711887,1.4711157,1.4771712,1.4788043,1.4771186
1.4398153,0.0,1.4116971,1.4187192,1.4183613,1.4181389,1.418186,1.4040507,1.4182826,1.4116031,1.412032,1.4119743,1.4114789,1.4035376,1.4037064,1.4117117,1.4118541,1.4180772,1.4181839,1.4183366,1.4112984,1.4041502,1.4183013,1.4182442,1.4035506,1.4113469,1.4185146,1.4183971,1.4047716,1.4187561,1.4182374,1.4033062,1.4181707,1.4035616,1.418571,1.4041151,1.4034113,1.4185598,1.4114403
1.4483528,1.4481801,0.0,1.4182358,2.0684622e-27,2.714856e-27,4.621183e-27,3.1497671e-27,3.2360018e-27,1.0156836e-27,1.3370023e-25,2.9411816e-26,3.8568904e-27,2.3870717e-27,1.6324512e-27,4.115778e-27,1.5079681e-27,2.3148717e-27,7.8396e-27,6.0122837e-27,4.6673098e-27,4.22781e-27,3.6264776e-27,2.3960618e-27,4.7639187e-27,2.9647794e-27,1.1409296e-27,1.3730788e-27,4.320854e-27,3.906523e-26,6.1862907e-27,1.3164488e-26,3.2765257e-27,2.5663169e-27,4.158887e-27,3.0371332e-27,6.7949574e-27,8.719326e-27,1.0332274e-27
1.4395438,1.4459006,1.4484061,0.0,4.7178936e-27,6.1099724e-26,3.294997e-27,2.2148586e-17,2.3235862e-17,2.7760797e-17,1.6773519e-17,1.773174e-17,2.6432836e-17,6.335915e-17,6.910174e-17,2.6607843e-17,2.4440447e-17,1.9687363e-17,2.696573e-17,3.1202735e-17,3.1926263e-17,3.1606604e-17,1.9576824e-17,2.2322028e-17,2.6077661e-17,2.0804838e-17,3.0438394e-17,2.9934e-17,2.3431213e-17,2.434725e-17,1.9483994e-17,2.2813802e-17,5.502694e-17,3.2880314e-17,2.4407276e-17,2.251864e-17,2.1517929e-17,2.4465223e-17,2.261724e-17
1.4482989,1.4402742,1.448571,1.4481987,0.0,1.970033e-17,3.3478623e-17,2.1881763e-17,2.438634e-17,7.8239454e-17,1.8335922e-17,1.4146865e-14,1.767288e-14,1.4088307e-14,1.2409639e-14,1.20519e-14,1.5277142e-14,3.140698e-14,2.6099894e-14,1.9762409e-14,1.32436185e-14,1.2430724e-14,1.3216458e-14,1.5670504e-14,1.4566351e-14,1.7267512e-14,1.4570161e-14,1.3859911e-14,1.3782486e-14,1.7022115e-14,1.33338825e-14,1.2075096e-14,1.1632771e-14,1.1696276e-14,1.3996581e-14,1.27399845e-14,2.2301305e-14,1.683197e-14,1.2750394e-14
1.4393498,1.4482301,1.4394644,1.448369,1.439812,0.0,1.4575948e-14,1.5259358e-14,1.29121135e-14,1.8555888e-14,1.0666463e-14,1.7412898e-14,1.0505398e-14,1.1336063e-14,2.6086905e-14,9.45175e-15,1.8449619e-25,4.2176424e-25,2.5695512e-25,1.5192947e-25,1.1615019e-25,2.873928e-25,3.015778e-24,1.4905988e-24,6.092947e-25,1.4427677e-25,1.2195817e-25,1.9635024e-25,3.2313197e-25,2.258683e-25,4.796412e-25,2.5203896e-25,2.274063e-25,2.3633294e-25,3.6450716e-25,1.6526606e-25,1.4921989e-25,1.3163654e-25,1.0306999e-25
1.4394972,1.4484876,1.4462639,1.4482836,0.36065787,0.36054072,0.0,1.9155552e-25,1.6962132e-25,1.0765563e-24,3.2957028e-25,1.4374912e-25,1.8332797e-25,2.3273073e-25,1.890074e-25,4.689525e-25,7.7115665e-26,4.873168e-25,6.987133e-26,1.0591759e-25,1.8592438e-24,5.551315e-26,0.21017447,0.21009439,0.229608,0.22385141,0.22097461,0.22238167,0.22213052,0.21024778,0.20961262,0.20955113,0.20921558,0.15956144,0.1579665,0.21064012,0.2092415,0.22047053,0.22286914
0.36383086,0.36365098,0.36344722,0.36341146,0.34459832,0.36361513,0.36050296,0.0,0.22373585,0.21010384,0.15857092,0.22307687,0.2234163,0.15830058,0.20948628,0.22670835,0.22486831,0.15810105,0.22919925,0.22313854,0.1698307,0.22181259,0.17583925,0.22600438,0.15884395,0.16996628,0.226502,0.21120454,0.22231276,-4.5237706e-34,3.0723056e-36,-2.5215093e-36,2.3025322e-36,-1.9706784e-34,7.104628e-37,-6.188319e-39,-5.5354624e-33,3.243289e-36,-4.221982e-36
0.3607971,0.36073616,0.36045095,0.34559757,0.34562066,0.36056903,0.36068624,0.36343664,0.0,-8.9299723e-35,1.2363073e-38,-6.162092e-39,-7.2525375e-34,5.3497837e-38,3.324743e-36,2.7605862e-37,2.9661244e-37,1.1056952e-37,-1.2043491e-34,1.09457535e-36,-1.7240992e-36,4.8505747e-37,3.123291e-37,2.9410863e-36,-5.542614e-34,-2.3881871e-35,-1.4748122e-33,-2.6573053e-34,-9.0640465e-36,-2.010922e-39,3.083774e-36,-4.3475508e-33,6.33968e-38,-6.5147854e-35,-2.2528e-33,-2.3354811e-35,-9.34372e-36,1.1982516,1.1296214
0.36328834,0.3636187,0.36038628,0.36325195,0.36330327,0.3455288,0.36029655,0.36346558,0.3636715,0.0,1.4219896,1.4202008,1.4187753,1.4192661,0.6498476,1.4188863,1.2317907,1.2334954,1.2015436,0.6437985,0.69297767,1.1980896,1.218048,1.4187964,1.4189885,1.4201207,1.0951812,0.76451653,1.4179282,1.4189966,0.6651475,1.1346169,1.4199421,1.4205887,0.80903935,1.4216331,1.4193178,0.6918698,1.418181
0.34625787,0.36390162,0.36338416,0.34782225,0.3632729,0.34938025,0.3640855,0.34604612,0.34790698,0.36362845,0.0,0.7672696,1.4220818,0.7557301,0.68379617,1.4201895,1.0939279,1.4177432,1.5206101,1.5201969,1.4964763,1.4969192,1.4962579,1.4971293,1.4772022,1.4977037,1.5221629,1.5204246,1.518687,1.4759669,1.4760066,1.5205067,1.5203673,1.4965415,1.4968551,1.4967768,1.5209097,1.4764353,1.4964026
0.36040348,0.363212,-2.47e-43,-1.106e-42,1.5e-42,1.354e-42,1.2173e-41,-9.476e-42,-1.015e-42,-6.47e-43,-1.579e-42,0.0,1.4972198,1.4758424,1.5216848,1.4967338,1.4964908,1.4772956,1.4961667,1.4968259,1.4757155,1.49643,1.475986,1.4965081,1.4764224,1.4760314,1.4960889,1.5221786,1.4966564,1.6238242,1.6158824,1.6573652,1.6602196,1.6595005,1.6615144,1.6351497,1.6643187,1.6072876,1.6315938
-6.704e-42,-7.87e-42,1.2437e-41,-1.0947e-41,-1.072e-41,-1.238e-41,4.927e-42,-1.2221e-41,-5.052e-42,1.2467e-41,-1.16e-43,2.136e-42,0.0,1.6348151,1.6234077,1.6357379,1.6238782,1.6259766,1.6599369,1.6612478,1.6597958,1.6080744,1.6509769,1.662316,1.6626545,1.6289014,1.611676,1.6609982,1.6581963,1.6591378,1.6571015,1.6609131,1.6320595,1.6611884,1.6420801,1.6565787,1.6491158,1.6299043,1.6585783
-1.1381e-41,-1.541e-42,-3.384e-42,1.356e-42,-1.889e-42,1.2536e-41,1.1632e-41,-3.003e-42,-7e-43,9.39e-43,-1.1827e-41,-1.248e-41,3.055e-42,0.0,1.5997407,1.6631142,1.4732352,1.4733334,1.4728974,1.4727914,1.4728649,1.472741,1.4702808,3.115e-42,-1.1379e-41,1.4732324,1.4731548,1.4700102,1.4699631,1.4732513,1.4731824,1.4728148,1.4727818,1.4728081,1.4732628,1.4699956,1.4728705,1.4727383,1.4699521
-1.06e-42,1.2404e-41,-1.1702e-41,-1.1514e-41,1.9313182e-36,3.1408357e-36,3.1814797e-36,2.3006802e-36,1.6657468e-36,1.829256e-36,3.3178375e-36,-8.7614645e-34,-5.691681e-34,3.3251298e-36,0.0,1.4730476,1.4728413,1.4728591,1.4701829,1.4729491,1.4727921,1.4699029,1.4728473,1.4699222,1.4728696,1.4700043,1.4699982,1.4729408,-9.878e-42,1.4728253,0.32956338,0.32962114,0.32911322,0.32833147,0.32879913,0.32834256,0.31474298,0.32860866,0.32961422
